Phrase,Sentiment,Tokens
best buffet in town for the price you cannot beat it,1,"['best', 'buffet', 'town', 'price', 'cannot', 'beat']"
i loved their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious,1,"['loved', 'mussels', 'cooked', 'wine', 'reduction', 'duck', 'tender', 'potato', 'dishes', 'delicious']"
this is one of the better buffets that i have been to,1,"['one', 'better', 'buffets']"
so we went to tigerlilly and had a fantastic afternoon,1,"['went', 'tigerlilly', 'fantastic', 'afternoon']"
the food was delicious our bartender was attentive and personable and we got a great deal,1,"['food', 'delicious', 'bartender', 'attentive', 'personable', 'got', 'great', 'deal']"
the ambience is wonderful and there is music playing,1,"['ambience', 'wonderful', 'music', 'playing']"
will go back next trip out,1,"['go', 'back', 'next', 'trip']"
sooooo good,1,"['sooooo', 'good']"
real sushi lovers lets be honest  yama is not that good,0,"['real', 'sushi', 'lovers', 'lets', 'honest', 'yama', 'good']"
at least 40min passed in between us ordering and the food arriving and it wasnt that busy,0,"['least', '40min', 'passed', 'us', 'ordering', 'food', 'arriving', 'wasnt', 'busy']"
this is a really fantastic thai restaurant which is definitely worth a visit,1,"['really', 'fantastic', 'thai', 'restaurant', 'definitely', 'worth', 'visit']"
nice spicy and tender,1,"['nice', 'spicy', 'tender']"
good prices,1,"['good', 'prices']"
check it out,1,['check']
it was pretty gross,0,"['pretty', 'gross']"
ive had better atmosphere,0,"['ive', 'better', 'atmosphere']"
kind of hard to mess up a steak but they did,0,"['kind', 'hard', 'mess', 'steak']"
although i very much liked the look and sound of this place the actual experience was a bit disappointing,0,"['although', 'much', 'liked', 'look', 'sound', 'place', 'actual', 'experience', 'bit', 'disappointing']"
i just dont know how this place managed to served the blandest food i have ever eaten when they are preparing indian cuisine,0,"['dont', 'know', 'place', 'managed', 'served', 'blandest', 'food', 'ever', 'eaten', 'preparing', 'indian', 'cuisine']"
worst service to boot but that is the least of their worries,0,"['worst', 'service', 'boot', 'least', 'worries']"
service was fine and the waitress was friendly,1,"['service', 'fine', 'waitress', 'friendly']"
the guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak hes ever eaten,1,"['guys', 'steaks', 'steak', 'loving', 'son', 'steak', 'best', 'worst', 'places', 'said', 'best', 'steak', 'hes', 'ever', 'eaten']"
we thought youd have to venture further away to get good sushi but this place really hit the spot that night,1,"['thought', 'youd', 'venture', 'away', 'get', 'good', 'sushi', 'place', 'really', 'hit', 'spot', 'night']"
host staff were for lack of a better word bitches,0,"['host', 'staff', 'lack', 'better', 'word', 'bitches']"
bland not a liking this place for a number of reasons and i dont want to waste time on bad reviewing ill leave it at that,0,"['bland', 'liking', 'place', 'number', 'reasons', 'dont', 'want', 'waste', 'time', 'bad', 'reviewing', 'ill', 'leave']"
phenomenal food service and ambiance,1,"['phenomenal', 'food', 'service', 'ambiance']"
i wouldnt return,0,"['wouldnt', 'return']"
definitely worth venturing off the strip for the pork belly will return next time im in vegas,1,"['definitely', 'worth', 'venturing', 'strip', 'pork', 'belly', 'return', 'next', 'time', 'im', 'vegas']"
this place is way too overpriced for mediocre food,0,"['place', 'way', 'overpriced', 'mediocre', 'food']"
penne vodka excellent,1,"['penne', 'vodka', 'excellent']"
they have a good selection of food including a massive meatloaf sandwich a crispy chicken wrap a delish tuna melt and some tasty burgers,1,"['good', 'selection', 'food', 'including', 'massive', 'meatloaf', 'sandwich', 'crispy', 'chicken', 'wrap', 'delish', 'tuna', 'melt', 'tasty', 'burgers']"
the management is rude,0,"['management', 'rude']"
delicious nyc bagels good selections of cream cheese real lox with capers even,1,"['delicious', 'nyc', 'bagels', 'good', 'selections', 'cream', 'cheese', 'real', 'lox', 'capers', 'even']"
great subway in fact its so good when you come here every other subway will not meet your expectations,1,"['great', 'subway', 'fact', 'good', 'come', 'every', 'subway', 'meet', 'expectations']"
i had a seriously solid breakfast here,1,"['seriously', 'solid', 'breakfast']"
this is one of the best bars with food in vegas,1,"['one', 'best', 'bars', 'food', 'vegas']"
he was extremely rude and really there are so many other restaurants i would love to dine at during a weekend in vegas,0,"['extremely', 'rude', 'really', 'many', 'restaurants', 'would', 'love', 'dine', 'weekend', 'vegas']"
my drink was never empty and he made some really great menu suggestions,1,"['drink', 'never', 'empty', 'made', 'really', 'great', 'menu', 'suggestions']"
dont do it,0,['dont']
the waiter wasnt helpful or friendly and rarely checked on us,0,"['waiter', 'wasnt', 'helpful', 'friendly', 'rarely', 'checked', 'us']"
my husband and i ate lunch here and were very disappointed with the food and service,0,"['husband', 'ate', 'lunch', 'disappointed', 'food', 'service']"
and the red curry had so much bamboo shoots and wasnt very tasty to me,0,"['red', 'curry', 'much', 'bamboo', 'shoots', 'wasnt', 'tasty']"
nice blanket of moz over top but i feel like this was done to cover up the subpar food,1,"['nice', 'blanket', 'moz', 'top', 'feel', 'like', 'done', 'cover', 'subpar', 'food']"
the bathrooms are clean and the place itself is well decorated,1,"['bathrooms', 'clean', 'place', 'well', 'decorated']"
the menu is always changing food quality is going down  service is extremely slow,0,"['menu', 'always', 'changing', 'food', 'quality', 'going', 'service', 'extremely', 'slow']"
the service was a little slow  considering that were served by 3 people servers so the food was coming in a slow pace,0,"['service', 'little', 'slow', 'considering', 'served', 'people', 'servers', 'food', 'coming', 'slow', 'pace']"
i give it 2 thumbs down,0,"['give', 'thumbs']"
we watched our waiter pay a lot more attention to other tables and ignore us,0,"['watched', 'waiter', 'pay', 'lot', 'attention', 'tables', 'ignore', 'us']"
my fiancé and i came in the middle of the day and we were greeted and seated right away,1,"['fiancé', 'came', 'middle', 'day', 'greeted', 'seated', 'right', 'away']"
this is a great restaurant at the mandalay bay,1,"['great', 'restaurant', 'mandalay', 'bay']"
we waited for forty five minutes in vain,0,"['waited', 'forty', 'five', 'minutes', 'vain']"
crostini that came with the salad was stale,0,"['crostini', 'came', 'salad', 'stale']"
some highlights  great quality nigiri here,1,"['highlights', 'great', 'quality', 'nigiri']"
the staff is friendly and the joint is always clean,1,"['staff', 'friendly', 'joint', 'always', 'clean']"
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored,1,"['different', 'cut', 'piece', 'day', 'still', 'wonderful', 'tender', 'well', 'well', 'flavored']"
i ordered the voodoo pasta and it was the first time id had really excellent pasta since going gluten free several years ago,1,"['ordered', 'voodoo', 'pasta', 'first', 'time', 'id', 'really', 'excellent', 'pasta', 'since', 'going', 'gluten', 'free', 'several', 'years', 'ago']"
this place is good,1,"['place', 'good']"
unfortunately we must have hit the bakery on leftover day because everything we ordered was stale,0,"['unfortunately', 'must', 'hit', 'bakery', 'leftover', 'day', 'everything', 'ordered', 'stale']"
i came back today since they relocated and still not impressed,0,"['came', 'back', 'today', 'since', 'relocated', 'still', 'impressed']"
i was seated immediately,1,"['seated', 'immediately']"
their menu is diverse and reasonably priced,1,"['menu', 'diverse', 'reasonably', 'priced']"
avoid at all cost,0,"['avoid', 'cost']"
restaurant is always full but never a wait,1,"['restaurant', 'always', 'full', 'never', 'wait']"
delicious,1,['delicious']
this place is handsdown one of the best places to eat in the phoenix metro area,1,"['place', 'handsdown', 'one', 'best', 'places', 'eat', 'phoenix', 'metro', 'area']"
so dont go there if you are looking for good food,0,"['dont', 'go', 'looking', 'good', 'food']"
ive never been treated so bad,0,"['ive', 'never', 'treated', 'bad']"
bacon is hella salty,1,"['bacon', 'hella', 'salty']"
we also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste,0,"['also', 'ordered', 'spinach', 'avocado', 'salad', 'ingredients', 'sad', 'dressing', 'literally', 'zero', 'taste']"
this really is how vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed,1,"['really', 'vegas', 'fine', 'dining', 'used', 'right', 'menus', 'handed', 'ladies', 'prices', 'listed']"
the waitresses are very friendly,1,"['waitresses', 'friendly']"
lordy the khao soi is a dish that is not to be missed for curry lovers,1,"['lordy', 'khao', 'soi', 'dish', 'missed', 'curry', 'lovers']"
everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter,1,"['everything', 'menu', 'terrific', 'also', 'thrilled', 'made', 'amazing', 'accommodations', 'vegetarian', 'daughter']"
perhaps i caught them on an off night judging by the other reviews but im not inspired to go back,0,"['perhaps', 'caught', 'night', 'judging', 'reviews', 'im', 'inspired', 'go', 'back']"
the service here leaves a lot to be desired,0,"['service', 'leaves', 'lot', 'desired']"
the atmosphere is modern and hip while maintaining a touch of coziness,1,"['atmosphere', 'modern', 'hip', 'maintaining', 'touch', 'coziness']"
not a weekly haunt but definitely a place to come back to every once in a while,1,"['weekly', 'haunt', 'definitely', 'place', 'come', 'back', 'every']"
we literally sat there for 20 minutes with no one asking to take our order,0,"['literally', 'sat', 'minutes', 'one', 'asking', 'take', 'order']"
the burger had absolutely no flavor  the meat itself was totally bland the burger was overcooked and there was no charcoal flavor,0,"['burger', 'absolutely', 'flavor', 'meat', 'totally', 'bland', 'burger', 'overcooked', 'charcoal', 'flavor']"
i also decided not to send it back because our waitress looked like she was on the verge of having a heart attack,0,"['also', 'decided', 'send', 'back', 'waitress', 'looked', 'like', 'verge', 'heart', 'attack']"
i dressed up to be treated so rudely,0,"['dressed', 'treated', 'rudely']"
it was probably dirt,0,"['probably', 'dirt']"
love this place hits the spot when i want something healthy but not lacking in quantity or flavor,1,"['love', 'place', 'hits', 'spot', 'want', 'something', 'healthy', 'lacking', 'quantity', 'flavor']"
i ordered the lemon raspberry ice cocktail which was also incredible,1,"['ordered', 'lemon', 'raspberry', 'ice', 'cocktail', 'also', 'incredible']"
the food sucked which we expected but it sucked more than we could have imagined,0,"['food', 'sucked', 'expected', 'sucked', 'could', 'imagined']"
interesting decor,1,"['interesting', 'decor']"
what i really like there is the crepe station,1,"['really', 'like', 'crepe', 'station']"
also were served hot bread and butter and home made potato chips with bacon bits on topvery original and very good,1,"['also', 'served', 'hot', 'bread', 'butter', 'home', 'made', 'potato', 'chips', 'bacon', 'bits', 'topvery', 'original', 'good']"
you can watch them preparing the delicious food,1,"['watch', 'preparing', 'delicious', 'food']"
both of the egg rolls were fantastic,1,"['egg', 'rolls', 'fantastic']"
when my order arrived one of the gyros was missing,0,"['order', 'arrived', 'one', 'gyros', 'missing']"
i had a salad with the wings and some ice cream for dessert and left feeling quite satisfied,1,"['salad', 'wings', 'ice', 'cream', 'dessert', 'left', 'feeling', 'quite', 'satisfied']"
im not really sure how joeys was voted best hot dog in the valley by readers of phoenix magazine,0,"['im', 'really', 'sure', 'joeys', 'voted', 'best', 'hot', 'dog', 'valley', 'readers', 'phoenix', 'magazine']"
the best place to go for a tasty bowl of pho,1,"['best', 'place', 'go', 'tasty', 'bowl', 'pho']"
the live music on fridays totally blows,0,"['live', 'music', 'fridays', 'totally', 'blows']"
ive never been more insulted or felt disrespected,0,"['ive', 'never', 'insulted', 'felt', 'disrespected']"
very friendly staff,1,"['friendly', 'staff']"
it is worth the drive,1,"['worth', 'drive']"
i had heard good things about this place but it exceeding every hope i could have dreamed of,1,"['heard', 'good', 'things', 'place', 'exceeding', 'every', 'hope', 'could', 'dreamed']"
food was great and so was the serivce,1,"['food', 'great', 'serivce']"
the warm beer didnt help,0,"['warm', 'beer', 'didnt', 'help']"
great brunch spot,1,"['great', 'brunch', 'spot']"
service is friendly and inviting,1,"['service', 'friendly', 'inviting']"
very good lunch spot,1,"['good', 'lunch', 'spot']"
ive lived here since 1979 and this was the first and last time ive stepped foot into this place,0,"['ive', 'lived', 'since', 'first', 'last', 'time', 'ive', 'stepped', 'foot', 'place']"
the worst experience ever,0,"['worst', 'experience', 'ever']"
must have been an off night at this place,0,"['must', 'night', 'place']"
the sides are delish  mixed mushrooms yukon gold puree white corn  beateous,1,"['sides', 'delish', 'mixed', 'mushrooms', 'yukon', 'gold', 'puree', 'white', 'corn', 'beateous']"
if that bug never showed up i would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen,0,"['bug', 'never', 'showed', 'would', 'given', 'sure', 'side', 'wall', 'bug', 'climbing', 'kitchen']"
for about 10 minutes we were waiting for her salad when we realized that it wasnt coming any time soon,0,"['minutes', 'waiting', 'salad', 'realized', 'wasnt', 'coming', 'time', 'soon']"
my friend loved the salmon tartar,1,"['friend', 'loved', 'salmon', 'tartar']"
wont go back,0,"['wont', 'go', 'back']"
extremely tasty,1,"['extremely', 'tasty']"
waitress was good though,1,"['waitress', 'good', 'though']"
soggy and not good,0,"['soggy', 'good']"
the jamaican mojitos are delicious,1,"['jamaican', 'mojitos', 'delicious']"
which are small and not worth the price,0,"['small', 'worth', 'price']"
 the food is rich so order accordingly,1,"['food', 'rich', 'order', 'accordingly']"
the shower area is outside so you can only rinse not take a full shower unless you dont mind being nude for everyone to see,0,"['shower', 'area', 'outside', 'rinse', 'take', 'full', 'shower', 'unless', 'dont', 'mind', 'nude', 'everyone', 'see']"
the service was a bit lacking,0,"['service', 'bit', 'lacking']"
lobster bisque bussell sprouts risotto filet all needed salt and pepperand of course there is none at the tables,0,"['lobster', 'bisque', 'bussell', 'sprouts', 'risotto', 'filet', 'needed', 'salt', 'pepperand', 'course', 'none', 'tables']"
hopefully this bodes for them going out of business and someone who can cook can come in,0,"['hopefully', 'bodes', 'going', 'business', 'someone', 'cook', 'come']"
it was either too cold not enough flavor or just bad,0,"['either', 'cold', 'enough', 'flavor', 'bad']"
i loved the bacon wrapped dates,1,"['loved', 'bacon', 'wrapped', 'dates']"
this is an unbelievable bargain,1,"['unbelievable', 'bargain']"
the folks at otto always make us feel so welcome and special,1,"['folks', 'otto', 'always', 'make', 'us', 'feel', 'welcome', 'special']"
as for the mains also uninspired,0,"['mains', 'also', 'uninspired']"
this is the place where i first had pho and it was amazing,1,"['place', 'first', 'pho', 'amazing']"
this wonderful experience made this place a muststop whenever we are in town again,1,"['wonderful', 'experience', 'made', 'place', 'muststop', 'whenever', 'town']"
if the food isnt bad enough for you then enjoy dealing with the worlds worstannoying drunk people,0,"['food', 'isnt', 'bad', 'enough', 'enjoy', 'dealing', 'worlds', 'worstannoying', 'drunk', 'people']"
very very fun chef,1,"['fun', 'chef']"
ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks,0,"['ordered', 'double', 'cheeseburger', 'got', 'single', 'patty', 'falling', 'apart', 'picture', 'uploaded', 'yeah', 'still', 'sucks']"
great place to have a couple drinks and watch any and all sporting events as the walls are covered with tvs,1,"['great', 'place', 'couple', 'drinks', 'watch', 'sporting', 'events', 'walls', 'covered', 'tvs']"
if it were possible to give them zero stars theyd have it,0,"['possible', 'give', 'zero', 'stars', 'theyd']"
the descriptions said yum yum sauce and another said eel sauce yet another said spicy mayowell none of the rolls had sauces on them,0,"['descriptions', 'said', 'yum', 'yum', 'sauce', 'another', 'said', 'eel', 'sauce', 'yet', 'another', 'said', 'spicy', 'mayowell', 'none', 'rolls', 'sauces']"
id say that would be the hardest decision honestly all of ms dishes taste how they are supposed to taste amazing,1,"['id', 'say', 'would', 'hardest', 'decision', 'honestly', 'ms', 'dishes', 'taste', 'supposed', 'taste', 'amazing']"
if she had not rolled the eyes we may have stayed not sure if we will go back and try it again,0,"['rolled', 'eyes', 'may', 'stayed', 'sure', 'go', 'back', 'try']"
everyone is very attentive providing excellent customer service,1,"['everyone', 'attentive', 'providing', 'excellent', 'customer', 'service']"
horrible  dont waste your time and money,0,"['horrible', 'dont', 'waste', 'time', 'money']"
now this dish was quite flavourful,1,"['dish', 'quite', 'flavourful']"
by this time our side of the restaurant was almost empty so there was no excuse,0,"['time', 'side', 'restaurant', 'almost', 'empty', 'excuse']"
it wasnt busy either also the building was freezing cold,0,"['wasnt', 'busy', 'either', 'also', 'building', 'freezing', 'cold']"
like the other reviewer said you couldnt pay me to eat at this place again,0,"['like', 'reviewer', 'said', 'couldnt', 'pay', 'eat', 'place']"
drinks took close to 30 minutes to come out at one point,0,"['drinks', 'took', 'close', 'minutes', 'come', 'one', 'point']"
seriously flavorful delights folks,1,"['seriously', 'flavorful', 'delights', 'folks']"
much better than the other ayce sushi place i went to in vegas,1,"['much', 'better', 'ayce', 'sushi', 'place', 'went', 'vegas']"
the lighting is just dark enough to set the mood,1,"['lighting', 'dark', 'enough', 'set', 'mood']"
based on the subpar service i received and no effort to show their gratitude for my business i wont be going back,0,"['based', 'subpar', 'service', 'received', 'effort', 'show', 'gratitude', 'business', 'wont', 'going', 'back']"
owners are really great people,1,"['owners', 'really', 'great', 'people']"
there is nothing privileged about workingeating there,0,"['nothing', 'privileged', 'workingeating']"
the greek dressing was very creamy and flavorful,1,"['greek', 'dressing', 'creamy', 'flavorful']"
overall i dont think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too,0,"['overall', 'dont', 'think', 'would', 'take', 'parents', 'place', 'made', 'similar', 'complaints', 'silently', 'felt']"
now the pizza itself was good the peanut sauce was very tasty,1,"['pizza', 'good', 'peanut', 'sauce', 'tasty']"
we had 7 at our table and the service was pretty fast,1,"['table', 'service', 'pretty', 'fast']"
fantastic service here,1,"['fantastic', 'service']"
i as well wouldve given godfathers zero stars if possible,0,"['well', 'wouldve', 'given', 'godfathers', 'zero', 'stars', 'possible']"
they know how to make them here,1,"['know', 'make']"
very tough and very short on flavor,0,"['tough', 'short', 'flavor']"
i hope this place sticks around,1,"['hope', 'place', 'sticks', 'around']"
i have been in more than a few bars in vegas and do not ever recall being charged for tap water,0,"['bars', 'vegas', 'ever', 'recall', 'charged', 'tap', 'water']"
the restaurant atmosphere was exquisite,1,"['restaurant', 'atmosphere', 'exquisite']"
good service very clean and inexpensive to boot,1,"['good', 'service', 'clean', 'inexpensive', 'boot']"
the seafood was fresh and generous in portion,1,"['seafood', 'fresh', 'generous', 'portion']"
plus its only 8 bucks,1,"['plus', 'bucks']"
the service was not up to par either,0,"['service', 'par', 'either']"
thus far have only visited twice and the food was absolutely delicious each time,1,"['thus', 'far', 'visited', 'twice', 'food', 'absolutely', 'delicious', 'time']"
just as good as when i had it more than a year ago,1,"['good', 'year', 'ago']"
for a self proclaimed coffee cafe i was wildly disappointed,0,"['self', 'proclaimed', 'coffee', 'cafe', 'wildly', 'disappointed']"
the veggitarian platter is out of this world,1,"['veggitarian', 'platter', 'world']"
you cant go wrong with any of the food here,1,"['cant', 'go', 'wrong', 'food']"
you cant beat that,1,"['cant', 'beat']"
stopped by this place while in madison for the ironman very friendly kind staff,1,"['stopped', 'place', 'madison', 'ironman', 'friendly', 'kind', 'staff']"
the chefs were friendly and did a good job,1,"['chefs', 'friendly', 'good', 'job']"
ive had better not only from dedicated boba tea spots but even from jenni pho,0,"['ive', 'better', 'dedicated', 'boba', 'tea', 'spots', 'even', 'jenni', 'pho']"
i liked the patio and the service was outstanding,1,"['liked', 'patio', 'service', 'outstanding']"
the goat taco didnt skimp on the meat and wow what flavor,1,"['goat', 'taco', 'didnt', 'skimp', 'meat', 'wow', 'flavor']"
i think not again,0,['think']
i had the mac salad and it was pretty bland so i will not be getting that again,0,"['mac', 'salad', 'pretty', 'bland', 'getting']"
i went to bachi burger on a friends recommendation and was not disappointed,1,"['went', 'bachi', 'burger', 'friends', 'recommendation', 'disappointed']"
service stinks here,0,"['service', 'stinks']"
i waited and waited,0,"['waited', 'waited']"
this place is not quality sushi it is not a quality restaurant,0,"['place', 'quality', 'sushi', 'quality', 'restaurant']"
i would definitely recommend the wings as well as the pizza,1,"['would', 'definitely', 'recommend', 'wings', 'well', 'pizza']"
great pizza and salads,1,"['great', 'pizza', 'salads']"
things that went wrong  they burned the saganaki,0,"['things', 'went', 'wrong', 'burned', 'saganaki']"
we waited an hour for what was a breakfast i could have done 100 times better at home,0,"['waited', 'hour', 'breakfast', 'could', 'done', 'times', 'better', 'home']"
this place is amazing,1,"['place', 'amazing']"
i hate to disagree with my fellow yelpers but my husband and i were so disappointed with this place,0,"['hate', 'disagree', 'fellow', 'yelpers', 'husband', 'disappointed', 'place']"
waited 2 hours  never got either of our pizzas as many other around us who came in later did,0,"['waited', 'hours', 'never', 'got', 'either', 'pizzas', 'many', 'around', 'us', 'came', 'later']"
just dont know why they were so slow,0,"['dont', 'know', 'slow']"
the staff is great the food is delish and they have an incredible beer selection,1,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']"
i live in the neighborhood so i am disappointed i wont be back here because it is a convenient location,0,"['live', 'neighborhood', 'disappointed', 'wont', 'back', 'convenient', 'location']"
i didnt know pulled pork could be soooo delicious,1,"['didnt', 'know', 'pulled', 'pork', 'could', 'soooo', 'delicious']"
you get incredibly fresh fish prepared with care,1,"['get', 'incredibly', 'fresh', 'fish', 'prepared', 'care']"
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,0,"['go', 'gave', 'star', 'rating', 'please', 'know', 'third', 'time', 'eating', 'bachi', 'burger', 'writing', 'review']"
i love the fact that everything on their menu is worth it,1,"['love', 'fact', 'everything', 'menu', 'worth']"
never again will i be dining at this place,0,"['never', 'dining', 'place']"
the food was excellent and service was very good,1,"['food', 'excellent', 'service', 'good']"
good beer  drink selection and good food selection,1,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']"
please stay away from the shrimp stir fried noodles,0,"['please', 'stay', 'away', 'shrimp', 'stir', 'fried', 'noodles']"
the potato chip order was sad i could probably count how many chips were in that box and it was probably around 12,0,"['potato', 'chip', 'order', 'sad', 'could', 'probably', 'count', 'many', 'chips', 'box', 'probably', 'around']"
food was really boring,0,"['food', 'really', 'boring']"
good servicecheck,1,"['good', 'servicecheck']"
this greedy corporation will never see another dime from me,0,"['greedy', 'corporation', 'never', 'see', 'another', 'dime']"
will never ever go back,0,"['never', 'ever', 'go', 'back']"
as much as id like to go back i cant get passed the atrocious service and will never return,0,"['much', 'id', 'like', 'go', 'back', 'cant', 'get', 'passed', 'atrocious', 'service', 'never', 'return']"
in the summer you can dine in a charming outdoor patio  so very delightful,1,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']"
i did not expect this to be so good,1,"['expect', 'good']"
fantastic food,1,"['fantastic', 'food']"
she ordered a toasted english muffin that came out untoasted,0,"['ordered', 'toasted', 'english', 'muffin', 'came', 'untoasted']"
the food was very good,1,"['food', 'good']"
never going back,0,"['never', 'going', 'back']"
great food for the price which is very high quality and house made,1,"['great', 'food', 'price', 'high', 'quality', 'house', 'made']"
the bus boy on the other hand was so rude,0,"['bus', 'boy', 'hand', 'rude']"
by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,0,"['point', 'friends', 'basically', 'figured', 'place', 'joke', 'didnt', 'mind', 'making', 'publicly', 'loudly', 'known']"
back to good bbq lighter fare reasonable pricing and tell the public they are back to the old ways,1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'back', 'old', 'ways']"
and considering the two of us left there very full and happy for about 20 you just cant go wrong,1,"['considering', 'two', 'us', 'left', 'full', 'happy', 'cant', 'go', 'wrong']"
all the bread is made inhouse,1,"['bread', 'made', 'inhouse']"
the only downside is the service,0,"['downside', 'service']"
also the fries are without a doubt the worst fries ive ever had,0,"['also', 'fries', 'without', 'doubt', 'worst', 'fries', 'ive', 'ever']"
service was exceptional and food was a good as all the reviews,1,"['service', 'exceptional', 'food', 'good', 'reviews']"
a couple of months later i returned and had an amazing meal,1,"['couple', 'months', 'later', 'returned', 'amazing', 'meal']"
favorite place in town for shawarrrrrrma,1,"['favorite', 'place', 'town', 'shawarrrrrrma']"
the black eyed peas and sweet potatoes unreal,1,"['black', 'eyed', 'peas', 'sweet', 'potatoes', 'unreal']"
you wont be disappointed,1,"['wont', 'disappointed']"
they could serve it with just the vinaigrette and it may make for a better overall dish but it was still very good,1,"['could', 'serve', 'vinaigrette', 'may', 'make', 'better', 'overall', 'dish', 'still', 'good']"
i go to far too many places and ive never seen any restaurant that serves a 1 egg breakfast especially for 400,0,"['go', 'far', 'many', 'places', 'ive', 'never', 'seen', 'restaurant', 'serves', 'egg', 'breakfast', 'especially']"
when my mom and i got home she immediately got sick and she only had a few bites of salad,0,"['mom', 'got', 'home', 'immediately', 'got', 'sick', 'bites', 'salad']"
the servers are not pleasant to deal with and they dont always honor pizza hut coupons,0,"['servers', 'pleasant', 'deal', 'dont', 'always', 'honor', 'pizza', 'hut', 'coupons']"
both of them were truly unbelievably good and i am so glad we went back,1,"['truly', 'unbelievably', 'good', 'glad', 'went', 'back']"
we had fantastic service and were pleased by the atmosphere,1,"['fantastic', 'service', 'pleased', 'atmosphere']"
everything was gross,0,"['everything', 'gross']"
i love this place,1,"['love', 'place']"
great service and food,1,"['great', 'service', 'food']"
first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky,0,"['first', 'bathrooms', 'location', 'dirty', 'seat', 'covers', 'replenished', 'plain', 'yucky']"
the burger i got the gold standard a 17 burger and was kind of disappointed,0,"['burger', 'got', 'gold', 'standard', 'burger', 'kind', 'disappointed']"
omg the food was delicioso,1,"['omg', 'food', 'delicioso']"
there is nothing authentic about this place,0,"['nothing', 'authentic', 'place']"
the spaghetti is nothing special whatsoever,0,"['spaghetti', 'nothing', 'special', 'whatsoever']"
of all the dishes the salmon was the best but all were great,1,"['dishes', 'salmon', 'best', 'great']"
the vegetables are so fresh and the sauce feels like authentic thai,1,"['vegetables', 'fresh', 'sauce', 'feels', 'like', 'authentic', 'thai']"
its worth driving up from tucson,1,"['worth', 'driving', 'tucson']"
the selection was probably the worst ive seen in vegasthere was none,0,"['selection', 'probably', 'worst', 'ive', 'seen', 'vegasthere', 'none']"
pretty good beer selection too,1,"['pretty', 'good', 'beer', 'selection']"
this place is like chipotle but better,1,"['place', 'like', 'chipotle', 'better']"
classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,1,"['classywarm', 'atmosphere', 'fun', 'fresh', 'appetizers', 'succulent', 'steaks', 'baseball', 'steak']"
5 stars for the brick oven bread app,1,"['stars', 'brick', 'oven', 'bread', 'app']"
i have eaten here multiple times and each time the food was delicious,1,"['eaten', 'multiple', 'times', 'time', 'food', 'delicious']"
we sat another ten minutes and finally gave up and left,0,"['sat', 'another', 'ten', 'minutes', 'finally', 'gave', 'left']"
he was terrible,0,['terrible']
everyone is treated equally special,1,"['everyone', 'treated', 'equally', 'special']"
it shouldnt take 30 min for pancakes and eggs,0,"['shouldnt', 'take', 'min', 'pancakes', 'eggs']"
it was delicious,1,['delicious']
on the good side the staff was genuinely pleasant and enthusiastic  a real treat,1,"['good', 'side', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']"
sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,0,"['sadly', 'gordon', 'ramseys', 'steak', 'place', 'shall', 'sharply', 'avoid', 'next', 'trip', 'vegas']"
as always the evening was wonderful and the food delicious,1,"['always', 'evening', 'wonderful', 'food', 'delicious']"
best fish ive ever had in my life,1,"['best', 'fish', 'ive', 'ever', 'life']"
the bathroom is just next door and very nice,1,"['bathroom', 'next', 'door', 'nice']"
the buffet is small and all the food they offered was bland,0,"['buffet', 'small', 'food', 'offered', 'bland']"
this is an outstanding little restaurant with some of the best food i have ever tasted,1,"['outstanding', 'little', 'restaurant', 'best', 'food', 'ever', 'tasted']"
pretty cool i would say,1,"['pretty', 'cool', 'would', 'say']"
definitely a turn off for me  i doubt ill be back unless someone else is buying,0,"['definitely', 'turn', 'doubt', 'ill', 'back', 'unless', 'someone', 'else', 'buying']"
server did a great job handling our large rowdy table,1,"['server', 'great', 'job', 'handling', 'large', 'rowdy', 'table']"
i find wasting food to be despicable but this just wasnt food,0,"['find', 'wasting', 'food', 'despicable', 'wasnt', 'food']"
my wife had the lobster bisque soup which was lukewarm,0,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']"
would come back again if i had a sushi craving while in vegas,1,"['would', 'come', 'back', 'sushi', 'craving', 'vegas']"
